place_name;rating;address;city;province;makanan_khas
Klenteng Jin De Yuan;4,5;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Museum Tekstil;4,5;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Taman Legenda Keong Emas;4,5;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Museum Layang-layang;4,5;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Cibubur Garden Diary (Cibugary);4,5;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Taman Cattleya;4,5;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Museum Satria Mandala;4,5;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Taman Pintar Yogyakarta;4,5;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Gembira Loka Zoo;4,5;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Sumur Gumuling;4,5;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Monumen Yogya Kembali;4,5;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Taman Budaya Yogyakarta;4,5;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Monumen Batik Yogyakarta;4,5;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Hutan Pinus Pengger;4,5;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Puncak Pinus Becici;4,5;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Bukit Bintang Yogyakarta;4,5;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Jurang Tembelan Kanigoro;4,5;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Bukit Panguk Kediwung;4,5;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Gumuk Pasir Parangkusumo;4,5;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Bukit Lintang Sewu;4,5;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Air Terjun Kedung Pedut;4,5;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Grojogan Watu Purbo Bangunrejo;4,5;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Bunker Kaliadem Merapi;4,5;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Bukit Wisata Pulepayung;4,5;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Bentara Budaya Yogyakarta (BBY);4,5;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Pantai Ngrawe (Mesra);4,5;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Pantai Pulang Sawal;4,5;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Pantai Pok Tunggal;4,5;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Hutan Pinus Asri;4,5;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Kampung Wisata Dipowinatan;4,5;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Watu Mabur Mangunan;4,5;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Kebun Teh Nglinggo;4,5;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Geoforest Watu Payung Turunan;4,5;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Pantai Indrayanti;4,5;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Pasar Beringharjo;4,5;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Pantai Parangtritis;4,5;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Goa Pindul;4,5;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Pantai Sundak;4,5;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Pantai Krakal;4,5;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Pantai Drini;4,5;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Pantai Wediombo;4,5;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Pantai Sedahan;4,5;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Pantai Ngandong;4,5;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Desa Wisata Tembi;4,5;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Pantai Sanglen;4,5;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Gunung Tangkuban perahu;4,5;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Trans Studio Bandung;4,5;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Taman Hutan Raya Ir. H. Djuanda;4,5;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Kawah Putih;4,5;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Tebing Karaton;4,5;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Dusun Bambu;4,5;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Museum Sri Baduga;4,5;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Bukit Moko;4,5;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Amazing Art World;4,5;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Gunung Manglayang;4,5;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Lembang Park & Zoo;4,5;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Monumen Perjuangan Rakyat Jawa Barat;4,5;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Museum Pos Indonesia;4,5;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Bumi Perkemahan Batu Kuda;4,5;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Taman Badak;4,5;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Observatorium Bosscha;4,5;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Taman Hutan Raya Ir. H. Juanda;4,5;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Situ Patenggang;4,5;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Gua Pawon;4,5;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Kyotoku Floating Market;4,5;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Chingu Cafe Little Seoul;4,5;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Candi Gedong Songo;4,5;;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Sam Poo Kong Temple;4,5;;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Taman Kasmaran;4,5;;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Kampoeng Rawa;4,5;;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Museum Kereta Ambarawa;4,5;;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Semarang Chinatown;4,5;;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
La Kana Chapel;4,5;;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Kampung Tematik Jawi;4,5;;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Taman Pelangi;4,5;;surabaya;jawa timur;Rawon, Rujak Cingur, Lontong Balap, Tahu Tek, Tahu Telor, Soto Sulung, Sate Klopo, Lapis Surabaya, Krengsengan
Food Junction Grand Pakuwon;4,5;;surabaya;jawa timur;Rawon, Rujak Cingur, Lontong Balap, Tahu Tek, Tahu Telor, Soto Sulung, Sate Klopo, Lapis Surabaya, Krengsengan
Taman Ekspresi Dan Perpustakaan;4,5;;surabaya;jawa timur;Rawon, Rujak Cingur, Lontong Balap, Tahu Tek, Tahu Telor, Soto Sulung, Sate Klopo, Lapis Surabaya, Krengsengan
Rumah Batik;4,5;;surabaya;jawa timur;Rawon, Rujak Cingur, Lontong Balap, Tahu Tek, Tahu Telor, Soto Sulung, Sate Klopo, Lapis Surabaya, Krengsengan
Museum TNI AL Loka Jala Crana;4,5;;surabaya;jawa timur;Rawon, Rujak Cingur, Lontong Balap, Tahu Tek, Tahu Telor, Soto Sulung, Sate Klopo, Lapis Surabaya, Krengsengan
Jembatan Merah;4,5;;surabaya;jawa timur;Rawon, Rujak Cingur, Lontong Balap, Tahu Tek, Tahu Telor, Soto Sulung, Sate Klopo, Lapis Surabaya, Krengsengan
Klenteng Sanggar Agung;4,5;;surabaya;jawa timur;Rawon, Rujak Cingur, Lontong Balap, Tahu Tek, Tahu Telor, Soto Sulung, Sate Klopo, Lapis Surabaya, Krengsengan
Surabaya Museum (Gedung Siola);4,5;;surabaya;jawa timur;Rawon, Rujak Cingur, Lontong Balap, Tahu Tek, Tahu Telor, Soto Sulung, Sate Klopo, Lapis Surabaya, Krengsengan
Museum Nasional;4,6;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Taman Suropati;4,6;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Istana Negara Republik Indonesia;4,6;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Galeri Nasional Indonesia;4,6;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Jakarta Aquarium dan Safari;4,6;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Taman Ismail Marzuki;4,6;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Tugu Proklamasi;4,6;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Museum Basoeki Abdullah;4,6;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Museum Tengah Kebun;4,6;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Taman Spathodea;4,6;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Kawasan Kuliner BSM;4,6;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Keraton Yogyakarta;4,6;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Museum Benteng Vredeburg Yogyakarta;4,6;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Kampung Wisata Taman Sari;4,6;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Alun Alun Selatan Yogyakarta;4,6;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Bangsal Pagelaran;4,6;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Monumen Serangan Umum 1 Maret;4,6;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Gedung Agung Yogyakarta;4,6;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Museum Sonobudoyo Unit I;4,6;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Alun-alun Utara Keraton Yogyakarta;4,6;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Puncak Kebun Buah Mangunan;4,6;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Bendung Lepen;4,6;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Ledok Sambi;4,6;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Seribu Batu Songgo Langit;4,6;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Goa Jomblang;4,6;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Pantai Ngobaran;4,6;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Candi Ijo;4,6;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Candi Ratu Boko;4,6;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Pantai Siung;4,6;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Pantai Sadranan;4,6;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Candi Sewu;4,6;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Pantai Jungwok;4,6;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Pantai Greweng;4,6;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Pantai Watu Kodok;4,6;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Pantai Kesirat;4,6;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Taman Sungai Mudal;4,6;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Gedung Sate;4,6;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Museum Geologi Bandung;4,6;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Museum Konferensi Asia Afrika;4,6;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Orchid Forest Cikole;4,6;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Alun-Alun Kota Bandung;4,6;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Gunung Papandayan;4,6;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Taman Balai Kota Bandung;4,6;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Selasar Sunaryo Art Space;4,6;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Museum Gedung Sate;4,6;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Sudut Pandang Bandung;4,6;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Bukit Bintang;4,6;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Babakan Siliwangi City Forest Path Bandung;4,6;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Jembatan Pasupati;4,6;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Taman Sejarah Bandung;4,6;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Museum Pendidikan Nasional;4,6;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Curug Anom;4,6;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Museum Nike Ardilla;4,6;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Sunrise Point Cukul;4,6;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Sungai Palayangan;4,6;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Curug Cimahi;4,6;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Rainbow Garden;4,6;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Lawang Sewu;4,6;;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Indonesia Kaya Park;4,6;;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
GPIB Immanuel Semarang (Gereja Blenduk);4,6;;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Semarang Contemporary Art Gallery;4,6;;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Umbul Sidomukti;4,6;;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Taman Prestasi;4,6;;surabaya;jawa timur;Rawon, Rujak Cingur, Lontong Balap, Tahu Tek, Tahu Telor, Soto Sulung, Sate Klopo, Lapis Surabaya, Krengsengan
Museum De Javasche Bank;4,6;;surabaya;jawa timur;Rawon, Rujak Cingur, Lontong Balap, Tahu Tek, Tahu Telor, Soto Sulung, Sate Klopo, Lapis Surabaya, Krengsengan
Monumen Jalesveva Jayamahe;4,6;;surabaya;jawa timur;Rawon, Rujak Cingur, Lontong Balap, Tahu Tek, Tahu Telor, Soto Sulung, Sate Klopo, Lapis Surabaya, Krengsengan
Patung Sura dan Buaya;4,6;;surabaya;jawa timur;Rawon, Rujak Cingur, Lontong Balap, Tahu Tek, Tahu Telor, Soto Sulung, Sate Klopo, Lapis Surabaya, Krengsengan
Monumen Bambu Runcing Surabaya;4,6;;surabaya;jawa timur;Rawon, Rujak Cingur, Lontong Balap, Tahu Tek, Tahu Telor, Soto Sulung, Sate Klopo, Lapis Surabaya, Krengsengan
House of Sampoerna;4,6;;surabaya;jawa timur;Rawon, Rujak Cingur, Lontong Balap, Tahu Tek, Tahu Telor, Soto Sulung, Sate Klopo, Lapis Surabaya, Krengsengan
Taman Bungkul;4,6;;surabaya;jawa timur;Rawon, Rujak Cingur, Lontong Balap, Tahu Tek, Tahu Telor, Soto Sulung, Sate Klopo, Lapis Surabaya, Krengsengan
Taman Flora Bratang Surabaya;4,6;;surabaya;jawa timur;Rawon, Rujak Cingur, Lontong Balap, Tahu Tek, Tahu Telor, Soto Sulung, Sate Klopo, Lapis Surabaya, Krengsengan
Masjid Istiqlal;4,7;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Grand Indonesia Mall;4,7;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Monumen Selamat Datang;4,7;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Taman Lapangan Banteng;4,7;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Museum Sumpah Pemuda;4,7;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Museum Kebangkitan Nasional;4,7;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Museum Sasmita Loka Ahmad Yani;4,7;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Perpustakaan Nasional;4,7;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Plaza Indonesia;4,7;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Nol Kilometer Jl.Malioboro;4,7;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Tugu Pal Putih Jogja;4,7;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Candi Prambanan;4,7;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Puncak Gunung Api Purba - Nglanggeran;4,7;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Wisata Kraton Jogja;4,7;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Bukit Paralayang, Watugupit;4,7;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Pantai Timang;4,7;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Candi Borobudur;4,7;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Museum Ullen Sentalu;4,7;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Jalan Braga;4,7;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Masjid Raya Bandung;4,7;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
NuArt Sculpture Park;4,7;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Wot Batu;4,7;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Curug Aseupan;4,7;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Masjid Pusdai;4,7;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Masjid Al-Imtizaj;4,7;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Saung Angklung Mang Udjo;4,7;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Kampoeng Djadhoel Semarang;4,7;;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Pura Giri Natha;4,7;;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Taman Srigunting;4,7;;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Kota Lama Semarang;4,7;;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Masjid Agung Ungaran;4,7;;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
